login_id,registration_date_id,registration_channel,registration_country,payer,dau,sessions_count,playtime,last_login_day,days_active_last_7_days,cohort_size,elo_rating,arena_level,gold,runes_stash_class1_tier1,runes_stash_class2_tier1,runes_stash_class3_tier1,runes_stash_tier2,spell_runes_stash,hero_dust,item_dust,gold_gained_total,gold_bought_total,gold_spent_total,runes_gained_total_class1_tier1,runes_gained_total_class2_tier1,runes_gained_total_class3_tier1,runes_gained_total_tier_2,spell_runes_gained_total,runes_spent_class1_tier1,runes_spent_class2_tier1,runes_spent_class3_tier1,runes_spent_total_tier2,spell_runes_spent_total,hero_dust_spent_total,hero_dust_gained_total,tokens,tokens_gained_total,enter_queue_count,battles_played,battles_won,battles_played_total,battles_won_total,heroes_unlocked,heroes_level,hero_shards,minion_upgrades,free_chests_opened_total,silver_chests_opened_total,golden_chests_opened_total,magical_chests_opened_total,victory_chests_opened_total,pvp_event_small_chest_small,pvp_event_small_chest_medium,pvp_event_small_chest_large,pvp_event_big_chest_small,pvp_event_big_chest_medium,pvp_event_big_chest_large,cards_gained_total,minion_cards_gained_common_total,minion_cards_gained_rare_total,minion_cards_gained_epic_total,minion_cards_gained_legendary_total,spell_cards_gained_common_total,spell_cards_gained_rare_total,spell_cards_gained_epic_total,spell_cards_gained_legendary_total,campaign_tickets,max_campaign_level,equipment_bonus,campaign_battles,campaign_battles_total,event_battles,event_battles_total,event_tokens,group_points,lives_spent,milestone_points,date_id,group,allowed_notifications,date_id_notif,notif_exposed,allowed,retained_d1,retained_d7,retained_d14
2178,5,Organic,United States,False,1,2,2093,5,1,1,40,1,380,17,0,18,1,4,0,10,280,0,0,46,14,32,1,4,29,14,14,0,0,0,0,90,90,7,7,7,7,7,1,1,4,12,2,1,0,0,1,0,0,0,0,0,0,13,9,2,1,0,0,1,0,0,3,0,0.0,3,3,0,0,15,0,0,0,5,group1_even,True,5.0,True,1,False,False,False
2179,5,Organic,Germany,False,1,3,1190,5,1,1,0,0,285,3,1,2,0,2,0,10,185,0,0,11,9,6,0,2,8,8,4,0,0,0,0,130,130,4,4,4,4,4,1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,0,1,0,0,2,0,0.0,3,3,0,0,40,0,0,0,5,group2_odd,False,9.0,True,0,False,False,False
2180,5,Organic,Brazil,False,1,2,1115,5,1,1,0,0,229,3,3,0,1,2,0,10,129,0,0,24,3,12,1,2,21,0,12,0,0,0,0,90,90,3,3,3,3,3,1,1,2,7,2,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,0,1,0,0,1,0,0.0,3,3,0,0,15,0,0,0,5,group1_even,False,5.0,True,0,False,False,False
2181,5,Organic,France,False,1,5,489,5,1,1,0,0,172,0,2,2,1,1,0,10,72,0,0,8,6,23,1,1,8,4,21,0,0,0,0,45,45,1,1,1,1,1,1,1,1,7,2,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,3,0,0.0,1,1,0,0,30,0,0,0,5,group2_odd,False,6.0,True,0,True,True,True
2182,5,Paid,United Kingdom,False,1,4,2599,5,1,1,10,1,334,3,2,0,4,22,0,210,234,0,0,15,10,14,4,22,12,8,14,0,0,0,0,130,130,5,5,5,5,5,1,1,4,8,3,0,0,0,0,0,0,0,0,0,0,10,6,2,1,0,0,1,0,0,0,5,0.0,9,9,0,0,40,0,0,0,5,group1_even,True,5.0,True,1,True,True,True
2183,5,Paid,United Kingdom,False,1,2,1436,5,1,1,0,0,273,3,4,1,0,2,0,10,173,0,0,11,25,9,0,2,8,21,8,0,0,0,0,90,90,4,4,4,4,4,1,1,3,8,2,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,2,0,0.0,4,4,0,0,15,0,0,0,5,group2_odd,,,False,0,False,False,False
2184,5,Paid,United States,False,1,5,931,5,1,1,0,0,205,0,0,6,1,0,0,10,105,0,0,8,4,20,1,0,8,4,14,0,0,0,0,20,20,2,2,2,2,2,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,3,0,0.0,4,4,0,0,10,0,0,0,5,group1_even,True,5.0,True,1,True,False,False
2185,5,Paid,United States,False,1,2,239,5,1,1,10,0,181,3,3,3,1,0,0,10,81,0,0,7,3,7,1,0,4,0,4,0,0,0,0,5,5,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0.0,2,2,0,0,5,0,0,0,5,group2_odd,False,7.0,True,0,True,True,False
2186,5,Paid,Canada,False,1,1,682,5,1,1,0,0,152,2,2,1,0,0,0,10,52,0,0,2,16,1,0,0,0,14,0,0,0,0,0,55,55,3,3,3,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,2,0,0.0,1,1,0,0,35,0,0,0,5,group1_even,True,5.0,True,1,False,False,False
2187,5,Paid,Germany,False,1,3,2872,5,1,1,55,1,392,0,4,0,4,3,5,10,292,0,0,35,12,29,4,3,35,8,29,0,0,0,5,130,130,8,8,8,8,8,1,1,4,15,3,0,0,0,1,0,0,0,0,0,0,14,10,2,1,0,0,1,0,0,2,1,0.0,5,5,0,0,40,0,0,0,5,group2_odd,True,5.0,True,1,False,True,False
2188,5,Paid,United States,False,1,10,4517,5,1,1,105,1,396,0,15,1,3,4,0,210,346,0,50,44,45,35,3,4,44,30,34,0,0,0,0,130,130,13,13,12,13,12,1,1,4,20,3,1,1,0,1,0,0,0,0,0,0,16,12,2,1,0,0,1,0,0,2,3,0.0,9,9,0,0,40,0,0,0,5,group1_even,True,5.0,True,1,True,True,True
2189,5,Paid,Japan,False,1,5,4049,5,1,1,60,1,370,0,2,2,1,2,5,810,270,0,0,25,23,10,1,2,25,21,8,0,0,0,5,130,130,11,10,9,10,9,1,1,4,11,1,0,0,0,1,0,0,0,0,0,0,12,7,2,2,0,0,1,0,0,2,2,0.0,6,6,0,0,40,0,0,0,5,group2_odd,True,5.0,True,1,True,False,True
2190,5,Paid,United Kingdom,False,1,1,383,5,1,1,0,0,103,15,0,0,0,0,0,10,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0.0,2,2,0,0,5,0,0,0,5,group1_even,False,5.0,True,0,False,False,False
2191,5,Organic,Serbia,False,1,8,5710,5,1,1,110,1,424,3,10,3,1,21,0,10,324,0,0,40,40,21,1,21,37,30,18,0,0,0,0,130,130,15,15,13,15,13,1,1,4,17,3,2,0,0,1,0,0,0,0,0,0,16,11,2,2,0,0,1,0,0,1,7,0.0,13,13,0,0,40,0,0,0,5,group2_odd,True,5.0,True,1,True,True,False
2192,5,Organic,Germany,False,1,4,2533,5,1,1,40,1,385,2,1,2,2,23,0,2010,285,0,0,32,9,36,2,23,30,8,34,0,0,0,0,90,90,7,7,7,7,7,1,1,4,13,2,1,0,0,1,0,0,0,0,0,0,13,9,2,1,0,0,1,0,0,0,2,0.0,6,6,0,0,15,0,0,0,5,group1_even,True,5.0,True,1,True,True,False
2193,5,Paid,France,False,1,1,896,5,1,1,0,0,207,2,1,0,0,1,0,10,107,0,0,2,1,0,0,1,0,0,0,0,0,0,0,15,15,3,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0.0,3,3,0,0,10,0,0,0,5,group2_odd,,,False,0,False,False,False
2194,5,Paid,United States,False,1,3,2445,5,1,1,15,1,317,0,3,1,2,2,5,410,217,0,0,8,11,13,2,2,8,8,12,0,0,0,5,90,90,9,7,6,7,6,1,1,4,7,2,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,3,1,0.0,3,3,0,0,15,0,0,0,5,group1_even,True,5.0,True,1,True,False,False
2195,5,Organic,Brazil,False,1,8,6984,5,1,1,155,1,415,8,13,1,3,2,0,8410,415,0,100,54,43,76,3,2,46,30,75,0,0,0,0,90,90,19,18,16,18,16,1,1,4,27,4,1,1,0,2,0,0,0,0,0,0,22,18,2,1,0,0,1,0,0,1,7,0.0,13,13,0,0,15,0,0,0,5,group2_odd,True,5.0,True,1,True,True,False
2196,5,Paid,United States,False,1,2,1340,5,1,1,25,1,295,0,2,1,1,24,0,10,195,0,0,4,2,5,1,24,4,0,4,0,0,0,0,90,90,6,6,6,6,6,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,1,0,0,3,0,0.0,0,0,0,0,15,0,0,0,5,group1_even,True,5.0,True,1,False,False,False
2197,5,Paid,France,False,1,2,1690,5,1,1,10,1,314,0,6,1,0,3,0,10,214,0,0,8,27,13,0,3,8,21,12,0,0,0,0,90,90,5,5,5,5,5,1,1,4,9,2,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,1,1,0.0,4,4,0,0,15,0,0,0,5,group2_odd,False,5.0,True,0,False,False,False
2198,5,Organic,Brazil,False,1,4,991,5,1,1,0,0,289,3,4,1,0,2,0,10,189,0,0,11,12,13,0,2,8,8,12,0,0,0,0,130,130,3,3,3,3,3,1,1,2,7,3,0,0,0,0,0,0,0,0,0,0,8,6,1,0,0,0,1,0,0,3,0,0.0,3,3,0,0,40,0,0,0,5,group1_even,True,5.0,True,1,True,True,False
2199,5,Paid,United States,False,1,1,725,5,1,1,0,0,191,0,0,2,1,21,0,10,91,0,0,0,4,2,1,21,0,4,0,0,0,0,0,90,90,3,3,3,3,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,1,0,0,2,0,0.0,1,1,0,0,15,0,0,0,5,group2_odd,,,False,0,False,False,False
2200,5,Organic,Germany,False,1,1,435,5,1,1,10,0,100,0,15,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,5,0,0,0,5,group1_even,False,5.0,True,0,False,False,False
2201,5,Paid,Germany,False,1,14,4788,5,1,1,60,1,482,1,11,0,3,2,0,3210,382,0,0,43,41,22,3,2,42,30,22,0,0,0,0,130,130,10,10,9,10,9,1,1,4,18,4,2,0,0,1,0,0,0,0,0,0,16,12,2,1,0,0,1,0,0,1,3,0.0,16,16,0,0,40,0,0,0,5,group2_odd,False,5.0,True,0,True,True,True
2202,5,Paid,United States,False,1,1,515,5,1,1,0,0,103,0,0,1,0,0,0,10,3,0,0,0,0,15,0,0,0,0,14,0,0,0,0,5,5,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0.0,2,2,0,0,5,0,0,0,5,group1_even,False,5.0,True,0,False,False,False
2203,5,Organic,United Kingdom,True,1,20,9875,5,1,1,184,1,562,0,5,0,4,1,0,610,562,0,100,37,87,90,4,1,37,82,90,0,0,0,0,1630,1930,24,24,19,24,19,1,1,4,30,4,1,1,0,2,0,0,0,0,0,0,29,24,3,1,0,0,1,0,0,0,5,0.0,16,16,0,0,40,0,0,0,5,group2_odd,True,5.0,True,1,True,True,True
2204,5,Organic,United States,False,1,1,583,5,1,1,0,0,203,1,2,0,0,1,0,10,103,0,0,1,2,0,0,1,0,0,0,0,0,0,0,5,5,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,2,0,0.0,1,1,0,0,5,0,0,0,5,group1_even,False,5.0,True,0,False,False,False
2205,5,Organic,France,False,1,4,1769,5,1,1,40,1,379,3,18,20,2,2,0,10,279,0,0,24,32,28,2,2,21,14,8,0,0,0,0,130,130,7,7,7,7,7,1,1,4,9,2,0,0,0,1,0,0,0,0,0,0,12,8,2,1,0,0,1,0,0,3,0,0.0,0,0,0,0,40,0,0,0,5,group2_odd,False,5.0,True,0,False,True,False
2206,5,Paid,United Kingdom,False,1,1,1032,5,1,1,0,0,241,6,3,1,0,3,0,10,141,0,0,20,3,1,0,3,14,0,0,0,0,0,0,90,90,4,4,4,4,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,1,0,0,2,0,0.0,2,2,0,0,15,0,0,0,5,group1_even,False,5.0,True,0,False,False,False
2207,5,Paid,United States,False,1,11,9035,5,1,1,196,1,494,1,13,23,2,4,0,4410,444,0,50,51,73,57,2,4,50,60,34,0,0,0,0,130,130,25,24,20,24,20,1,1,4,24,5,1,1,0,2,0,0,0,0,0,0,24,20,2,1,0,0,1,0,0,1,4,0.0,17,17,0,0,40,0,0,0,5,group2_odd,False,5.0,True,0,True,True,True
2208,5,Paid,United States,False,1,1,1024,5,1,1,0,0,199,1,2,0,0,1,5,10,99,0,0,1,2,4,0,1,0,0,4,0,0,0,5,90,90,3,3,3,3,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,1,0,0,0,0,0.0,3,3,0,0,15,0,0,0,5,group1_even,False,5.0,True,0,False,False,False
2209,5,Paid,Germany,False,1,2,297,5,1,1,0,0,145,1,2,1,0,1,0,10,45,0,0,1,2,15,0,1,0,0,14,0,0,0,0,5,5,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,2,0,0.0,1,1,0,0,5,0,0,0,5,group2_odd,,,False,0,False,False,False
2210,5,Paid,Canada,False,1,3,1680,5,1,1,25,1,297,0,1,0,0,3,5,10,197,0,0,4,5,4,0,3,4,4,4,0,0,0,5,90,90,6,6,6,6,6,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,7,3,2,1,0,0,1,0,0,2,0,0.0,2,2,0,0,15,0,0,0,5,group1_even,True,5.0,True,1,False,False,False
2211,5,Organic,United Kingdom,False,1,1,454,5,1,1,0,0,150,1,1,3,0,0,0,10,50,0,0,1,1,17,0,0,0,0,14,0,0,0,0,5,5,2,2,2,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,2,0,0.0,1,1,0,0,5,0,0,0,5,group2_odd,,,False,0,False,False,False
2212,5,Paid,Germany,False,1,1,896,5,1,1,0,0,150,0,1,2,0,1,5,10,50,0,0,0,1,2,0,1,0,0,0,0,0,0,5,5,5,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0.0,3,3,0,0,5,0,0,0,5,group1_even,True,5.0,True,1,False,False,False
2213,5,Organic,Serbia,False,1,2,1433,5,1,1,10,1,293,0,0,0,0,2,0,10,193,0,0,4,4,21,0,2,4,4,21,0,0,0,0,90,90,5,5,5,5,5,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,7,3,2,1,0,0,1,0,0,3,0,0.0,3,3,0,0,15,0,0,0,5,group2_odd,,,False,0,False,False,False
2214,5,Paid,United States,False,1,7,2291,5,1,1,30,1,453,0,22,1,1,0,0,210,353,0,0,30,30,30,1,0,30,8,29,0,0,0,0,90,90,8,8,7,8,7,1,1,4,13,3,1,0,0,1,0,0,0,0,0,0,15,10,2,2,0,0,1,0,0,3,2,0.0,4,4,0,0,15,0,0,0,5,group1_even,True,5.0,True,1,True,True,False
2215,5,Paid,Germany,False,1,5,1899,5,1,1,0,0,278,3,4,3,2,2,0,10,178,0,0,7,12,24,2,2,4,8,21,0,0,0,0,130,130,4,4,4,4,4,1,1,3,7,2,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,0,1,0.0,8,8,0,0,40,0,0,0,5,group2_odd,False,7.0,True,0,True,False,False
2216,5,Organic,Italy,False,1,1,1050,5,1,1,10,1,243,2,1,4,0,2,0,10,143,0,0,2,5,18,0,2,0,4,14,0,0,0,0,90,90,5,5,5,5,5,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,1,0,0,3,0,0.0,0,0,0,0,15,0,0,0,5,group1_even,True,5.0,True,1,False,False,False
2217,5,Organic,Japan,False,1,2,1115,5,1,1,0,0,254,3,2,0,0,3,0,10,154,0,0,7,6,21,0,3,4,4,21,0,0,0,0,90,90,4,4,4,4,4,1,1,3,6,1,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,1,0,0,3,0,0.0,1,1,0,0,15,0,0,0,5,group2_odd,True,6.0,True,1,True,False,False
2218,5,Organic,Brazil,False,1,2,992,5,1,1,0,0,231,0,1,3,0,0,0,10,131,0,0,8,9,7,0,0,8,8,4,0,0,0,0,45,45,1,1,1,1,1,1,1,1,5,2,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,1,1,0.0,4,4,0,0,30,0,0,0,5,group1_even,True,5.0,True,1,True,False,False
2219,5,Paid,United States,False,1,3,1199,5,1,1,0,0,209,0,0,1,1,2,0,10,109,0,0,4,21,5,1,2,4,21,4,0,0,0,0,60,60,2,2,2,2,2,1,1,2,6,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,1,0,0.0,5,5,0,0,35,0,0,0,5,group2_odd,,,False,0,True,False,False
2220,5,Paid,France,False,1,3,763,5,1,1,0,0,261,2,2,1,0,1,0,10,161,0,0,6,6,5,0,1,4,4,4,0,0,0,0,90,90,3,3,3,3,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,1,0,0,3,0,0.0,1,1,0,0,15,0,0,0,5,group1_even,True,5.0,True,1,True,True,False
2221,5,Paid,United States,False,1,1,1047,5,1,1,0,0,200,0,0,1,1,22,0,10,100,0,0,0,4,1,1,22,0,4,0,0,0,0,0,130,130,4,4,4,4,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,1,0,0,2,0,0.0,2,2,0,0,40,0,0,0,5,group2_odd,,,False,0,False,False,False
2222,5,Paid,United Kingdom,False,1,5,4207,5,1,1,90,1,459,1,4,2,1,4,0,2810,359,0,0,15,34,36,1,4,14,30,34,0,0,0,0,130,130,13,12,11,12,11,1,1,4,14,2,2,0,0,1,0,0,0,0,0,0,15,10,2,2,0,0,1,0,0,3,3,0.0,8,8,0,0,40,0,0,0,5,group1_even,True,5.0,True,1,True,False,False
2223,5,Organic,Brazil,False,1,1,348,5,1,1,0,0,103,0,1,0,0,0,0,10,3,0,0,0,15,0,0,0,0,14,0,0,0,0,0,5,5,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0.0,1,1,0,0,5,0,0,0,5,group2_odd,,,False,0,False,False,False
2224,5,Organic,Brazil,False,1,1,414,5,1,1,0,0,103,0,0,0,0,20,0,10,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,5,0,0,0,5,group1_even,False,5.0,True,0,False,False,False
2225,5,Paid,United States,False,1,4,2563,5,1,1,5,1,367,2,0,3,0,1,0,810,267,0,0,10,8,7,0,1,8,8,4,0,0,0,0,90,90,8,8,6,8,6,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,8,4,2,1,0,0,1,0,0,2,1,0.0,4,4,0,0,15,0,0,0,5,group2_odd,True,5.0,True,1,True,False,False
2226,5,Paid,United States,False,1,16,9861,5,1,1,193,1,477,5,18,0,4,22,0,10,427,0,50,64,48,44,4,22,59,30,44,0,0,0,0,130,130,31,27,21,27,21,1,1,4,25,4,1,1,0,2,0,0,0,0,0,0,22,18,2,1,0,0,1,0,0,3,1,0.0,6,6,0,0,40,0,0,0,5,group1_even,True,5.0,True,1,True,True,True
2227,5,Organic,United Kingdom,False,1,2,919,5,1,1,0,0,217,1,0,0,0,1,0,10,117,0,0,5,4,4,0,1,4,4,4,0,0,0,0,15,15,3,3,3,3,3,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,2,0,0.0,2,2,0,0,10,0,0,0,5,group2_odd,True,6.0,True,1,True,False,False
2228,5,Paid,United States,False,1,2,1166,5,1,1,0,0,226,0,2,0,0,22,0,410,126,0,0,8,10,8,0,22,8,8,8,0,0,0,0,90,90,3,3,3,3,3,1,1,2,6,2,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,0,1,0,0,2,1,0.0,3,3,0,0,15,0,0,0,5,group1_even,False,5.0,True,0,False,False,False
2229,5,Paid,Germany,False,1,3,2223,5,1,1,10,1,362,0,1,3,0,2,0,10,262,0,0,8,9,7,0,2,8,8,4,0,0,0,0,130,130,5,5,5,5,5,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,1,0,0,0,2,0.0,7,7,0,0,40,0,0,0,5,group2_odd,True,5.0,True,1,True,False,False
2230,5,Organic,Brazil,False,1,9,5471,5,1,1,75,1,437,2,4,0,5,3,5,510,337,0,0,46,25,38,5,3,44,21,38,0,0,0,5,130,130,13,11,10,11,10,1,1,4,19,3,1,1,0,1,0,0,0,0,0,0,16,12,2,1,0,0,1,0,0,2,4,0.0,14,14,0,0,40,0,0,0,5,group1_even,True,5.0,True,1,True,True,True
2231,6,Organic,United States,False,1,3,1783,6,1,1,0,0,217,1,5,1,1,2,0,10,117,0,0,5,19,5,1,2,4,14,4,0,0,0,0,90,90,4,4,4,4,4,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,1,0,0,2,0,0.0,3,3,0,0,15,0,0,0,6,group2_odd,,,False,0,False,False,False
2232,6,Paid,United States,False,1,10,5521,6,1,1,40,1,339,2,4,1,3,21,0,210,289,0,50,36,34,19,3,21,34,30,18,0,0,0,0,90,90,7,7,7,7,7,1,1,4,16,3,1,0,0,1,0,0,0,0,0,0,15,10,2,2,0,0,1,0,0,2,4,0.0,10,10,0,0,15,0,0,0,6,group1_even,True,6.0,True,1,True,True,True
2233,6,Paid,United States,False,1,7,7643,6,1,1,145,1,392,1,11,0,2,4,0,210,342,0,50,19,41,59,2,4,18,30,59,0,0,0,0,130,130,14,14,14,14,14,1,1,4,19,4,2,0,0,1,0,0,0,0,0,0,16,12,2,1,0,0,1,0,0,2,3,0.0,10,10,0,0,40,0,0,0,6,group2_odd,False,6.0,True,0,True,True,True
2234,6,Paid,United States,False,1,4,1927,6,1,1,10,1,316,3,3,0,0,2,5,10,216,0,0,11,11,12,0,2,8,8,12,0,0,0,5,90,90,5,5,5,5,5,1,1,4,7,2,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,2,0,0.0,2,2,0,0,15,0,0,0,6,group1_even,True,6.0,True,1,True,True,False
2235,6,Paid,Germany,False,1,5,643,6,1,1,0,0,227,2,4,2,2,1,0,10,127,0,0,27,12,10,2,1,25,8,8,0,0,0,0,20,20,2,2,2,2,2,1,1,2,9,3,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,1,0,0,2,1,0.0,2,2,0,0,10,0,0,0,6,group2_odd,False,7.0,True,0,True,True,False
2236,6,Organic,Serbia,False,1,2,959,6,1,1,0,0,208,1,3,1,2,1,0,10,108,0,0,1,7,22,2,1,0,4,21,0,0,0,0,60,60,2,2,2,2,2,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,3,0,0.0,0,0,0,0,35,0,0,0,6,group1_even,False,6.0,True,0,False,False,False
2237,6,Organic,Brazil,False,1,2,1445,6,1,1,0,0,271,2,4,3,1,22,0,10,171,0,0,10,12,7,1,22,8,8,4,0,0,0,0,90,90,3,3,3,3,3,1,1,3,5,2,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,2,0,0.0,1,1,0,0,15,0,0,0,6,group2_odd,,,False,0,False,False,False
2238,6,Paid,United States,False,1,4,697,6,1,1,10,0,113,0,1,0,1,0,5,10,13,0,0,0,5,4,1,0,0,4,4,0,0,0,5,45,45,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,30,0,0,0,6,group1_even,True,6.0,True,1,True,False,False
2239,6,Organic,Brazil,False,1,4,2385,6,1,1,10,1,265,0,5,0,0,1,0,10,165,0,0,25,13,8,0,1,25,8,8,0,0,0,0,90,90,5,5,5,5,5,1,1,3,9,2,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,3,0,0.0,4,4,0,0,15,0,0,0,6,group2_odd,False,7.0,True,0,True,False,False
2240,6,Organic,United States,False,1,5,3865,6,1,1,40,1,382,3,1,11,1,3,0,1210,282,0,0,32,15,45,1,3,29,14,34,0,0,0,0,90,90,8,7,7,7,7,1,1,4,15,2,1,0,0,1,0,0,0,0,0,0,14,9,2,2,0,0,1,0,0,2,2,0.0,6,6,0,0,15,0,0,0,6,group1_even,True,6.0,True,1,True,False,False
2241,6,Organic,France,False,1,3,1735,6,1,1,0,0,172,0,2,1,0,21,0,10,72,0,0,8,6,9,0,21,8,4,8,0,0,0,0,5,5,2,2,2,2,2,1,1,1,5,2,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0.0,4,4,0,0,5,0,0,0,6,group2_odd,False,7.0,True,0,True,False,False
2242,6,Paid,Germany,False,1,7,5031,6,1,1,100,1,371,2,1,4,1,4,0,10,321,0,50,31,31,48,1,4,29,30,44,0,0,0,0,130,130,12,11,11,11,11,1,1,4,20,4,1,0,0,1,0,0,0,0,0,0,15,11,2,1,0,0,1,0,0,3,3,0.0,9,9,0,0,40,0,0,0,6,group1_even,True,6.0,True,1,True,True,True
2243,6,Organic,United States,False,1,11,6895,6,1,1,75,1,406,3,5,3,2,2,5,410,306,0,0,29,26,32,2,2,26,21,29,0,0,0,5,130,130,11,11,10,11,10,1,1,4,16,3,1,0,0,1,0,0,0,0,0,0,14,10,2,1,0,0,1,0,0,2,1,0.0,14,14,0,0,40,0,0,0,6,group2_odd,True,6.0,True,1,True,True,True
2244,6,Organic,Japan,False,1,6,3787,6,1,1,55,1,368,1,2,3,1,22,0,10,268,0,0,30,10,28,1,22,29,8,25,0,0,0,0,90,90,9,8,8,8,8,1,1,4,13,2,0,0,0,1,0,0,0,0,0,0,13,8,2,2,0,0,1,0,0,3,0,0.0,7,7,0,0,15,0,0,0,6,group1_even,True,6.0,True,1,True,True,False
2245,6,Paid,Germany,False,1,1,426,6,1,1,0,0,103,0,1,0,0,0,0,10,3,0,0,0,15,0,0,0,0,14,0,0,0,0,0,5,5,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0.0,1,1,0,0,5,0,0,0,6,group2_odd,,,False,0,False,False,False
2246,6,Paid,United States,False,1,3,3025,6,1,1,15,1,328,1,0,0,1,3,0,810,228,0,0,13,14,29,1,3,12,14,29,0,0,0,0,90,90,7,7,6,7,6,1,1,4,12,2,1,0,0,0,0,0,0,0,0,0,9,6,2,0,0,0,1,0,0,1,1,0.0,4,4,0,0,15,0,0,0,6,group1_even,True,6.0,True,1,False,False,False
2247,6,Paid,Germany,False,1,1,732,6,1,1,0,0,191,2,2,0,0,1,0,10,91,0,0,16,2,4,0,1,14,0,4,0,0,0,0,20,20,2,2,2,2,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,3,0,0.0,0,0,0,0,10,0,0,0,6,group2_odd,,,False,0,False,False,False
